Date,Product_ID,Category,Units_Sold,Unit_Price,Total_Revenue,Discount_Applied,Year,Month,DayOfWeek,IsWeekend,Sales_Lag_1Day,Sales_Lag_7Day,Rolling_Mean_7Day,Rolling_Mean_30Day
2024-08-21,CLO_007,Clothing,35,287.75,10071.27,0.1,2024,8,2,0,27.0,29.0,32.57142857142857,32.166666666666664
2024-08-22,CLO_007,Clothing,27,319.72,8632.52,0.0,2024,8,3,0,35.0,38.0,31.0,32.166666666666664
2024-08-23,CLO_007,Clothing,24,319.72,7673.35,0.0,2024,8,4,0,27.0,22.0,31.285714285714285,32.0
2024-08-24,CLO_007,Clothing,48,319.72,15346.7,0.0,2024,8,5,1,24.0,28.0,34.142857142857146,32.56666666666667
2024-08-25,CLO_007,Clothing,44,319.72,14067.81,0.0,2024,8,6,1,48.0,48.0,33.57142857142857,33.0
2024-08-26,CLO_007,Clothing,30,319.72,9591.69,0.0,2024,8,0,0,44.0,30.0,33.57142857142857,32.9
2024-08-27,CLO_007,Clothing,28,255.78,7161.79,0.2,2024,8,1,0,30.0,27.0,33.714285714285715,32.233333333333334
2024-08-28,CLO_007,Clothing,38,319.72,12149.47,0.0,2024,8,2,0,28.0,35.0,34.142857142857146,32.63333333333333
2024-08-29,CLO_007,Clothing,34,287.75,9783.52,0.1,2024,8,3,0,38.0,27.0,35.142857142857146,32.4
2024-08-30,CLO_007,Clothing,26,287.75,7481.52,0.1,2024,8,4,0,34.0,24.0,35.42857142857143,32.36666666666667
2024-08-31,CLO_007,Clothing,47,319.72,15026.98,0.0,2024,8,5,1,26.0,48.0,35.285714285714285,32.93333333333333
2024-09-01,CLO_007,Clothing,36,319.72,11510.03,0.0,2024,9,6,1,47.0,44.0,34.142857142857146,33.333333333333336
2024-09-02,CLO_007,Clothing,36,319.72,11510.03,0.0,2024,9,0,0,36.0,30.0,35.0,33.1
2024-09-03,CLO_007,Clothing,0,319.72,0.0,0.0,2024,9,1,0,36.0,28.0,31.0,31.3
2024-09-04,CLO_007,Clothing,33,319.72,10550.86,0.0,2024,9,2,0,0.0,38.0,30.285714285714285,31.166666666666668
2024-09-05,CLO_007,Clothing,26,287.75,7481.52,0.1,2024,9,3,0,33.0,34.0,29.142857142857142,30.966666666666665
2024-09-06,CLO_007,Clothing,28,287.75,8057.02,0.1,2024,9,4,0,26.0,26.0,29.428571428571427,30.9
2024-09-07,CLO_007,Clothing,28,287.75,8057.02,0.1,2024,9,5,1,28.0,47.0,26.714285714285715,30.966666666666665
2024-09-08,CLO_007,Clothing,37,319.72,11829.75,0.0,2024,9,6,1,28.0,36.0,26.857142857142858,31.4
2024-09-09,CLO_007,Clothing,31,287.75,8920.27,0.1,2024,9,0,0,37.0,36.0,26.142857142857142,31.066666666666666
2024-09-10,CLO_007,Clothing,31,319.72,9911.41,0.0,2024,9,1,0,31.0,0.0,30.571428571428573,30.666666666666668
2024-09-11,CLO_007,Clothing,23,287.75,6618.26,0.1,2024,9,2,0,31.0,33.0,29.142857142857142,30.4
2024-09-12,CLO_007,Clothing,23,319.72,7353.63,0.0,2024,9,3,0,23.0,26.0,28.714285714285715,31.166666666666668
2024-09-13,CLO_007,Clothing,36,319.72,11510.03,0.0,2024,9,4,0,23.0,28.0,29.857142857142858,31.4
2024-09-14,CLO_007,Clothing,44,319.72,14067.81,0.0,2024,9,5,1,36.0,28.0,32.142857142857146,31.6
2024-09-15,CLO_007,Clothing,38,319.72,12149.47,0.0,2024,9,6,1,44.0,37.0,32.285714285714285,32.13333333333333
2024-09-16,CLO_007,Clothing,42,319.72,13428.36,0.0,2024,9,0,0,38.0,31.0,33.857142857142854,32.6
2024-09-17,CLO_007,Clothing,27,319.72,8632.52,0.0,2024,9,1,0,42.0,31.0,33.285714285714285,31.9
2024-09-18,CLO_007,Clothing,46,319.72,14707.26,0.0,2024,9,2,0,27.0,23.0,36.57142857142857,32.43333333333333
2024-09-19,CLO_007,Clothing,26,319.72,8312.8,0.0,2024,9,3,0,46.0,23.0,37.0,32.4
2024-09-20,CLO_007,Clothing,36,319.72,11510.03,0.0,2024,9,4,0,26.0,36.0,37.0,32.43333333333333
2024-09-21,CLO_007,Clothing,31,319.72,9911.41,0.0,2024,9,5,1,36.0,44.0,35.142857142857146,32.56666666666667
2024-09-22,CLO_007,Clothing,50,287.75,14387.53,0.1,2024,9,6,1,31.0,38.0,36.857142857142854,33.43333333333333
2024-09-23,CLO_007,Clothing,42,319.72,13428.36,0.0,2024,9,0,0,50.0,42.0,36.857142857142854,33.233333333333334
2024-09-24,CLO_007,Clothing,38,255.78,9719.58,0.2,2024,9,1,0,42.0,27.0,38.42857142857143,33.03333333333333
2024-09-25,CLO_007,Clothing,39,255.78,9975.36,0.2,2024,9,2,0,38.0,46.0,37.42857142857143,33.333333333333336
2024-09-26,CLO_007,Clothing,35,319.72,11190.3,0.0,2024,9,3,0,39.0,26.0,38.714285714285715,33.56666666666667
2024-09-27,CLO_007,Clothing,33,319.72,10550.86,0.0,2024,9,4,0,35.0,36.0,38.285714285714285,33.4
2024-09-28,CLO_007,Clothing,47,287.75,13524.28,0.1,2024,9,5,1,33.0,31.0,40.57142857142857,33.833333333333336
2024-09-29,CLO_007,Clothing,38,287.75,10934.52,0.1,2024,9,6,1,47.0,50.0,38.857142857142854,34.233333333333334
2024-09-30,CLO_007,Clothing,37,319.72,11829.75,0.0,2024,9,0,0,38.0,42.0,38.142857142857146,33.9
2024-10-01,CLO_007,Clothing,34,319.72,10870.58,0.0,2024,10,1,0,37.0,38.0,37.57142857142857,33.833333333333336
2024-10-02,CLO_007,Clothing,36,287.75,10359.02,0.1,2024,10,2,0,34.0,39.0,37.142857142857146,33.833333333333336
2024-10-03,CLO_007,Clothing,39,319.72,12469.19,0.0,2024,10,3,0,36.0,35.0,37.714285714285715,35.13333333333333
2024-10-04,CLO_007,Clothing,34,319.72,10870.58,0.0,2024,10,4,0,39.0,33.0,37.857142857142854,35.166666666666664
2024-10-05,CLO_007,Clothing,45,319.72,14387.53,0.0,2024,10,5,1,34.0,47.0,37.57142857142857,35.8
2024-10-06,CLO_007,Clothing,40,287.75,11510.03,0.1,2024,10,6,1,45.0,38.0,37.857142857142854,36.2
2024-10-07,CLO_007,Clothing,28,319.72,8952.24,0.0,2024,10,0,0,40.0,37.0,36.57142857142857,36.2
2024-10-08,CLO_007,Clothing,44,319.72,14067.81,0.0,2024,10,1,0,28.0,34.0,38.0,36.43333333333333
2024-10-09,CLO_007,Clothing,27,287.75,7769.27,0.1,2024,10,2,0,44.0,36.0,36.714285714285715,36.3
2024-10-10,CLO_007,Clothing,39,287.75,11222.28,0.1,2024,10,3,0,27.0,39.0,36.714285714285715,36.56666666666667
2024-10-11,CLO_007,Clothing,33,319.72,10550.86,0.0,2024,10,4,0,39.0,34.0,36.57142857142857,36.9
2024-10-12,CLO_007,Clothing,28,319.72,8952.24,0.0,2024,10,5,1,33.0,45.0,34.142857142857146,37.06666666666667
2024-10-13,CLO_007,Clothing,40,287.75,11510.03,0.1,2024,10,6,1,28.0,40.0,34.142857142857146,37.2
2024-10-14,CLO_007,Clothing,25,319.72,7993.07,0.0,2024,10,0,0,40.0,28.0,33.714285714285715,36.56666666666667
2024-10-15,CLO_007,Clothing,34,319.72,10870.58,0.0,2024,10,1,0,25.0,44.0,32.285714285714285,36.43333333333333
2024-10-16,CLO_007,Clothing,41,319.72,13108.64,0.0,2024,10,2,0,34.0,27.0,34.285714285714285,36.4
2024-10-17,CLO_007,Clothing,32,287.75,9208.02,0.1,2024,10,3,0,41.0,39.0,33.285714285714285,36.56666666666667
2024-10-18,CLO_007,Clothing,34,319.72,10870.58,0.0,2024,10,4,0,32.0,33.0,33.42857142857143,36.166666666666664
2024-10-19,CLO_007,Clothing,52,287.75,14963.03,0.1,2024,10,5,1,34.0,28.0,36.857142857142854,37.03333333333333
2024-10-20,CLO_007,Clothing,46,319.72,14707.26,0.0,2024,10,6,1,52.0,40.0,37.714285714285715,37.36666666666667
2024-10-21,CLO_007,Clothing,30,319.72,9591.69,0.0,2024,10,0,0,46.0,25.0,38.42857142857143,37.333333333333336
2024-10-22,CLO_007,Clothing,0,255.78,0.0,0.2,2024,10,1,0,30.0,34.0,33.57142857142857,35.666666666666664
2024-10-23,CLO_007,Clothing,34,255.78,8696.46,0.2,2024,10,2,0,0.0,41.0,32.57142857142857,35.4
2024-10-24,CLO_007,Clothing,36,319.72,11510.03,0.0,2024,10,3,0,34.0,32.0,33.142857142857146,35.333333333333336
2024-10-25,CLO_007,Clothing,32,287.75,9208.02,0.1,2024,10,4,0,36.0,34.0,32.857142857142854,35.1
2024-10-26,CLO_007,Clothing,45,287.75,12948.78,0.1,2024,10,5,1,32.0,52.0,31.857142857142858,35.43333333333333
2024-10-27,CLO_007,Clothing,33,287.75,9495.77,0.1,2024,10,6,1,45.0,46.0,30.0,35.43333333333333
2024-10-28,CLO_007,Clothing,36,319.72,11510.03,0.0,2024,10,0,0,33.0,30.0,30.857142857142858,35.06666666666667
2024-10-29,CLO_007,Clothing,33,255.78,8440.69,0.2,2024,10,1,0,36.0,0.0,35.57142857142857,34.9
2024-10-30,CLO_007,Clothing,28,319.72,8952.24,0.0,2024,10,2,0,33.0,34.0,34.714285714285715,34.6
2024-10-31,CLO_007,Clothing,35,319.72,11190.3,0.0,2024,10,3,0,28.0,36.0,34.57142857142857,34.63333333333333
2024-11-01,CLO_007,Clothing,39,319.72,12469.19,0.0,2024,11,4,0,35.0,32.0,35.57142857142857,34.733333333333334
2024-11-02,CLO_007,Clothing,54,319.72,17265.04,0.0,2024,11,5,1,39.0,45.0,36.857142857142854,35.233333333333334
2024-11-03,CLO_007,Clothing,59,319.72,18863.65,0.0,2024,11,6,1,54.0,33.0,40.57142857142857,36.06666666666667
2024-11-04,CLO_007,Clothing,54,319.72,17265.04,0.0,2024,11,0,0,59.0,36.0,43.142857142857146,36.36666666666667
2024-11-05,CLO_007,Clothing,51,255.78,13044.7,0.2,2024,11,1,0,54.0,33.0,45.714285714285715,36.733333333333334
2024-11-06,CLO_007,Clothing,58,287.75,16689.54,0.1,2024,11,2,0,51.0,28.0,50.0,37.733333333333334
2024-11-07,CLO_007,Clothing,53,319.72,16945.32,0.0,2024,11,3,0,58.0,35.0,52.57142857142857,38.03333333333333
2024-11-08,CLO_007,Clothing,38,319.72,12149.47,0.0,2024,11,4,0,53.0,39.0,52.42857142857143,38.4
2024-11-09,CLO_007,Clothing,42,319.72,13428.36,0.0,2024,11,5,1,38.0,54.0,50.714285714285715,38.5
2024-11-10,CLO_007,Clothing,60,319.72,19183.38,0.0,2024,11,6,1,42.0,59.0,50.857142857142854,39.4
2024-11-11,CLO_007,Clothing,36,319.72,11510.03,0.0,2024,11,0,0,60.0,54.0,48.285714285714285,39.666666666666664
2024-11-12,CLO_007,Clothing,65,319.72,20781.99,0.0,2024,11,1,0,36.0,51.0,50.285714285714285,40.5
2024-11-13,CLO_007,Clothing,55,287.75,15826.29,0.1,2024,11,2,0,65.0,58.0,49.857142857142854,41.5
2024-11-14,CLO_007,Clothing,50,319.72,15986.15,0.0,2024,11,3,0,55.0,53.0,49.42857142857143,42.03333333333333
2024-11-15,CLO_007,Clothing,63,287.75,18128.29,0.1,2024,11,4,0,50.0,38.0,53.0,42.766666666666666
2024-11-16,CLO_007,Clothing,56,319.72,17904.48,0.0,2024,11,5,1,63.0,42.0,55.0,43.56666666666667
2024-11-17,CLO_007,Clothing,54,319.72,17265.04,0.0,2024,11,6,1,56.0,60.0,54.142857142857146,44.233333333333334
2024-11-18,CLO_007,Clothing,46,319.72,14707.26,0.0,2024,11,0,0,54.0,36.0,55.57142857142857,44.03333333333333
2024-11-19,CLO_007,Clothing,46,319.72,14707.26,0.0,2024,11,1,0,46.0,65.0,52.857142857142854,44.03333333333333
2024-11-20,CLO_007,Clothing,60,319.72,19183.38,0.0,2024,11,2,0,46.0,55.0,53.57142857142857,45.03333333333333
2024-11-21,CLO_007,Clothing,60,319.72,19183.38,0.0,2024,11,3,0,60.0,50.0,55.0,47.03333333333333
2024-11-22,CLO_007,Clothing,47,319.72,15026.98,0.0,2024,11,4,0,60.0,63.0,52.714285714285715,47.46666666666667
2024-11-23,CLO_007,Clothing,51,319.72,16305.87,0.0,2024,11,5,1,47.0,56.0,52.0,47.96666666666667
2024-11-24,CLO_007,Clothing,85,319.72,27176.45,0.0,2024,11,6,1,51.0,54.0,56.42857142857143,49.733333333333334
2024-11-25,CLO_007,Clothing,48,287.75,13812.03,0.1,2024,11,0,0,85.0,46.0,56.714285714285715,49.833333333333336
2024-11-26,CLO_007,Clothing,44,319.72,14067.81,0.0,2024,11,1,0,48.0,46.0,56.42857142857143,50.2
2024-11-27,CLO_007,Clothing,58,319.72,18543.93,0.0,2024,11,2,0,44.0,60.0,56.142857142857146,50.93333333333333
2024-11-28,CLO_007,Clothing,40,319.72,12788.92,0.0,2024,11,3,0,58.0,60.0,53.285714285714285,51.166666666666664
2024-11-29,CLO_007,Clothing,57,319.72,18224.21,0.0,2024,11,4,0,40.0,47.0,54.714285714285715,52.13333333333333
2024-11-30,CLO_007,Clothing,79,319.72,25258.11,0.0,2024,11,5,1,57.0,51.0,58.714285714285715,53.6
2024-12-01,CLO_007,Clothing,52,255.78,13300.47,0.2,2024,12,6,1,79.0,85.0,54.0,54.03333333333333
2024-12-02,CLO_007,Clothing,39,319.72,12469.19,0.0,2024,12,0,0,52.0,48.0,52.714285714285715,53.53333333333333
2024-12-03,CLO_007,Clothing,51,287.75,14675.28,0.1,2024,12,1,0,39.0,44.0,53.714285714285715,53.266666666666666
2024-12-04,CLO_007,Clothing,73,319.72,23339.77,0.0,2024,12,2,0,51.0,58.0,55.857142857142854,53.9
2024-12-05,CLO_007,Clothing,41,287.75,11797.78,0.1,2024,12,3,0,73.0,40.0,56.0,53.56666666666667
2024-12-06,CLO_007,Clothing,35,319.72,11190.3,0.0,2024,12,4,0,41.0,57.0,52.857142857142854,52.8
2024-12-07,CLO_007,Clothing,64,319.72,20462.27,0.0,2024,12,5,1,35.0,79.0,50.714285714285715,53.166666666666664
2024-12-08,CLO_007,Clothing,57,287.75,16401.79,0.1,2024,12,6,1,64.0,52.0,51.42857142857143,53.8
2024-12-09,CLO_007,Clothing,36,319.72,11510.03,0.0,2024,12,0,0,57.0,39.0,51.0,53.6
2024-12-10,CLO_007,Clothing,52,287.75,14963.03,0.1,2024,12,1,0,36.0,51.0,51.142857142857146,53.333333333333336
2024-12-11,CLO_007,Clothing,53,287.75,15250.78,0.1,2024,12,2,0,52.0,73.0,48.285714285714285,53.9
2024-12-12,CLO_007,Clothing,46,319.72,14707.26,0.0,2024,12,3,0,53.0,41.0,49.0,53.266666666666666
2024-12-13,CLO_007,Clothing,46,287.75,13236.53,0.1,2024,12,4,0,46.0,35.0,50.57142857142857,52.96666666666667
2024-12-14,CLO_007,Clothing,57,287.75,16401.79,0.1,2024,12,5,1,46.0,64.0,49.57142857142857,53.2
2024-12-15,CLO_007,Clothing,74,319.72,23659.5,0.0,2024,12,6,1,57.0,57.0,52.0,53.56666666666667
2024-12-16,CLO_007,Clothing,57,319.72,18224.21,0.0,2024,12,0,0,74.0,36.0,55.0,53.6
2024-12-17,CLO_007,Clothing,34,319.72,10870.58,0.0,2024,12,1,0,57.0,52.0,52.42857142857143,52.93333333333333
2024-12-18,CLO_007,Clothing,76,319.72,24298.94,0.0,2024,12,2,0,34.0,53.0,55.714285714285715,53.93333333333333
2024-12-19,CLO_007,Clothing,43,319.72,13748.09,0.0,2024,12,3,0,76.0,46.0,55.285714285714285,53.833333333333336
2024-12-20,CLO_007,Clothing,37,319.72,11829.75,0.0,2024,12,4,0,43.0,46.0,54.0,53.06666666666667
2024-12-21,CLO_007,Clothing,72,319.72,23020.05,0.0,2024,12,5,1,37.0,57.0,56.142857142857146,53.46666666666667
2024-12-22,CLO_007,Clothing,43,319.72,13748.09,0.0,2024,12,6,1,72.0,74.0,51.714285714285715,53.333333333333336
2024-12-23,CLO_007,Clothing,53,287.75,15250.78,0.1,2024,12,0,0,43.0,57.0,51.142857142857146,53.4
2024-12-24,CLO_007,Clothing,49,319.72,15666.42,0.0,2024,12,1,0,53.0,34.0,53.285714285714285,52.2
2024-12-25,CLO_007,Clothing,37,255.78,9463.8,0.2,2024,12,2,0,49.0,76.0,47.714285714285715,51.833333333333336
2024-12-26,CLO_007,Clothing,48,319.72,15346.7,0.0,2024,12,3,0,37.0,43.0,48.42857142857143,51.96666666666667
2024-12-27,CLO_007,Clothing,35,319.72,11190.3,0.0,2024,12,4,0,48.0,37.0,48.142857142857146,51.2
2024-12-28,CLO_007,Clothing,63,319.72,20142.55,0.0,2024,12,5,1,35.0,72.0,46.857142857142854,51.96666666666667
2024-12-29,CLO_007,Clothing,60,319.72,19183.38,0.0,2024,12,6,1,63.0,43.0,49.285714285714285,52.06666666666667
2024-12-30,CLO_007,Clothing,38,319.72,12149.47,0.0,2024,12,0,0,60.0,53.0,47.142857142857146,50.7
2024-12-31,CLO_007,Clothing,55,255.78,14067.81,0.2,2024,12,1,0,38.0,49.0,48.0,50.8
2025-01-01,CLO_007,Clothing,26,319.72,8312.8,0.0,2025,1,2,0,55.0,37.0,46.42857142857143,50.36666666666667
2025-01-02,CLO_007,Clothing,33,319.72,10550.86,0.0,2025,1,3,0,26.0,48.0,44.285714285714285,49.766666666666666
2025-01-03,CLO_007,Clothing,38,255.78,9719.58,0.2,2025,1,4,0,33.0,35.0,44.714285714285715,48.6
2025-01-04,CLO_007,Clothing,49,319.72,15666.42,0.0,2025,1,5,1,38.0,63.0,42.714285714285715,48.86666666666667
2025-01-05,CLO_007,Clothing,42,319.72,13428.36,0.0,2025,1,6,1,49.0,60.0,40.142857142857146,49.1
2025-01-06,CLO_007,Clothing,27,287.75,7769.27,0.1,2025,1,0,0,42.0,38.0,38.57142857142857,47.86666666666667
2025-01-07,CLO_007,Clothing,29,319.72,9271.97,0.0,2025,1,1,0,27.0,55.0,34.857142857142854,46.93333333333333
2025-01-08,CLO_007,Clothing,34,319.72,10870.58,0.0,2025,1,2,0,29.0,26.0,36.0,46.86666666666667
2025-01-09,CLO_007,Clothing,43,319.72,13748.09,0.0,2025,1,3,0,34.0,33.0,37.42857142857143,46.56666666666667
2025-01-10,CLO_007,Clothing,32,319.72,10231.13,0.0,2025,1,4,0,43.0,38.0,36.57142857142857,45.86666666666667
2025-01-11,CLO_007,Clothing,29,319.72,9271.97,0.0,2025,1,5,1,32.0,49.0,33.714285714285715,45.3
2025-01-12,CLO_007,Clothing,38,319.72,12149.47,0.0,2025,1,6,1,29.0,42.0,33.142857142857146,45.03333333333333
2025-01-13,CLO_007,Clothing,32,319.72,10231.13,0.0,2025,1,0,0,38.0,27.0,33.857142857142854,44.2
2025-01-14,CLO_007,Clothing,32,319.72,10231.13,0.0,2025,1,1,0,32.0,29.0,34.285714285714285,42.8
2025-01-15,CLO_007,Clothing,24,319.72,7673.35,0.0,2025,1,2,0,32.0,34.0,32.857142857142854,41.7
2025-01-16,CLO_007,Clothing,36,319.72,11510.03,0.0,2025,1,3,0,24.0,43.0,31.857142857142858,41.766666666666666
2025-01-17,CLO_007,Clothing,43,319.72,13748.09,0.0,2025,1,4,0,36.0,32.0,33.42857142857143,40.666666666666664
2025-01-18,CLO_007,Clothing,32,287.75,9208.02,0.1,2025,1,5,1,43.0,29.0,33.857142857142854,40.3
2025-01-19,CLO_007,Clothing,42,319.72,13428.36,0.0,2025,1,6,1,32.0,38.0,34.42857142857143,40.46666666666667
2025-01-20,CLO_007,Clothing,22,319.72,7033.9,0.0,2025,1,0,0,42.0,32.0,33.0,38.8
2025-01-21,CLO_007,Clothing,29,255.78,7417.57,0.2,2025,1,1,0,22.0,32.0,32.57142857142857,38.333333333333336
2025-01-22,CLO_007,Clothing,46,319.72,14707.26,0.0,2025,1,2,0,29.0,24.0,35.714285714285715,38.1
2025-01-23,CLO_007,Clothing,37,255.78,9463.8,0.2,2025,1,3,0,46.0,36.0,35.857142857142854,37.7
2025-01-24,CLO_007,Clothing,26,319.72,8312.8,0.0,2025,1,4,0,37.0,43.0,33.42857142857143,37.333333333333336
2025-01-25,CLO_007,Clothing,52,319.72,16625.59,0.0,2025,1,5,1,26.0,32.0,36.285714285714285,37.46666666666667
2025-01-26,CLO_007,Clothing,44,319.72,14067.81,0.0,2025,1,6,1,52.0,42.0,36.57142857142857,37.766666666666666
2025-01-27,CLO_007,Clothing,26,319.72,8312.8,0.0,2025,1,0,0,44.0,22.0,37.142857142857146,36.53333333333333
2025-01-28,CLO_007,Clothing,18,319.72,5755.01,0.0,2025,1,1,0,26.0,29.0,35.57142857142857,35.13333333333333
2025-01-29,CLO_007,Clothing,42,319.72,13428.36,0.0,2025,1,2,0,18.0,46.0,35.0,35.266666666666666
2025-01-30,CLO_007,Clothing,27,287.75,7769.27,0.1,2025,1,3,0,42.0,37.0,33.57142857142857,34.333333333333336
2025-01-31,CLO_007,Clothing,49,319.72,15666.42,0.0,2025,1,4,0,27.0,26.0,36.857142857142854,35.1
2025-02-01,CLO_007,Clothing,36,319.72,11510.03,0.0,2025,2,5,1,49.0,52.0,34.57142857142857,35.2
2025-02-02,CLO_007,Clothing,36,287.75,10359.02,0.1,2025,2,6,1,36.0,44.0,33.42857142857143,35.13333333333333
2025-02-03,CLO_007,Clothing,25,319.72,7993.07,0.0,2025,2,0,0,36.0,26.0,33.285714285714285,34.333333333333336
2025-02-04,CLO_007,Clothing,34,255.78,8696.46,0.2,2025,2,1,0,25.0,18.0,35.57142857142857,34.06666666666667
2025-02-05,CLO_007,Clothing,49,319.72,15666.42,0.0,2025,2,2,0,34.0,42.0,36.57142857142857,34.8
2025-02-06,CLO_007,Clothing,38,319.72,12149.47,0.0,2025,2,3,0,49.0,27.0,38.142857142857146,35.1
2025-02-07,CLO_007,Clothing,36,319.72,11510.03,0.0,2025,2,4,0,38.0,49.0,36.285714285714285,35.166666666666664
2025-02-08,CLO_007,Clothing,39,319.72,12469.19,0.0,2025,2,5,1,36.0,36.0,36.714285714285715,35.03333333333333
2025-02-09,CLO_007,Clothing,39,287.75,11222.28,0.1,2025,2,6,1,39.0,36.0,37.142857142857146,35.266666666666666
2025-02-10,CLO_007,Clothing,28,287.75,8057.02,0.1,2025,2,0,0,39.0,25.0,37.57142857142857,35.233333333333334
2025-02-11,CLO_007,Clothing,47,287.75,13524.28,0.1,2025,2,1,0,28.0,34.0,39.42857142857143,35.53333333333333
2025-02-12,CLO_007,Clothing,35,319.72,11190.3,0.0,2025,2,2,0,47.0,49.0,37.42857142857143,35.63333333333333
2025-02-13,CLO_007,Clothing,39,287.75,11222.28,0.1,2025,2,3,0,35.0,38.0,37.57142857142857,35.86666666666667
2025-02-14,CLO_007,Clothing,21,319.72,6714.18,0.0,2025,2,4,0,39.0,36.0,35.42857142857143,35.766666666666666
2025-02-15,CLO_007,Clothing,45,319.72,14387.53,0.0,2025,2,5,1,21.0,39.0,36.285714285714285,36.06666666666667
2025-02-16,CLO_007,Clothing,30,287.75,8632.52,0.1,2025,2,6,1,45.0,39.0,35.0,35.63333333333333
2025-02-17,CLO_007,Clothing,31,319.72,9911.41,0.0,2025,2,0,0,30.0,28.0,35.42857142857143,35.6
2025-02-18,CLO_007,Clothing,34,319.72,10870.58,0.0,2025,2,1,0,31.0,47.0,33.57142857142857,35.333333333333336
2025-02-19,CLO_007,Clothing,31,287.75,8920.27,0.1,2025,2,2,0,34.0,35.0,33.0,35.63333333333333
2025-02-20,CLO_007,Clothing,40,319.72,12788.92,0.0,2025,2,3,0,31.0,39.0,33.142857142857146,36.0
2025-02-21,CLO_007,Clothing,34,319.72,10870.58,0.0,2025,2,4,0,40.0,21.0,35.0,35.6
2025-02-22,CLO_007,Clothing,25,319.72,7993.07,0.0,2025,2,5,1,34.0,45.0,32.142857142857146,35.2
2025-02-23,CLO_007,Clothing,50,319.72,15986.15,0.0,2025,2,6,1,25.0,30.0,35.0,36.0
2025-02-24,CLO_007,Clothing,39,319.72,12469.19,0.0,2025,2,0,0,50.0,31.0,36.142857142857146,35.56666666666667
2025-02-25,CLO_007,Clothing,42,319.72,13428.36,0.0,2025,2,1,0,39.0,34.0,37.285714285714285,35.5
2025-02-26,CLO_007,Clothing,40,287.75,11510.03,0.1,2025,2,2,0,42.0,31.0,38.57142857142857,35.96666666666667
2025-02-27,CLO_007,Clothing,28,319.72,8952.24,0.0,2025,2,3,0,40.0,40.0,36.857142857142854,36.3
2025-02-28,CLO_007,Clothing,25,255.78,6394.46,0.2,2025,2,4,0,28.0,34.0,35.57142857142857,35.733333333333334
2025-03-01,CLO_007,Clothing,35,255.78,8952.24,0.2,2025,3,5,1,25.0,25.0,37.0,36.0
2025-03-02,CLO_007,Clothing,26,319.72,8312.8,0.0,2025,3,6,1,35.0,50.0,33.57142857142857,35.233333333333334
2025-03-03,CLO_007,Clothing,30,319.72,9591.69,0.0,2025,3,0,0,26.0,39.0,32.285714285714285,35.03333333333333
2025-03-04,CLO_007,Clothing,31,287.75,8920.27,0.1,2025,3,1,0,30.0,42.0,30.714285714285715,34.86666666666667
2025-03-05,CLO_007,Clothing,24,287.75,6906.02,0.1,2025,3,2,0,31.0,40.0,28.428571428571427,34.833333333333336
2025-03-06,CLO_007,Clothing,31,255.78,7929.13,0.2,2025,3,3,0,24.0,28.0,28.857142857142858,34.733333333333334
2025-03-07,CLO_007,Clothing,35,319.72,11190.3,0.0,2025,3,4,0,31.0,25.0,30.285714285714285,34.266666666666666
2025-03-08,CLO_007,Clothing,48,319.72,15346.7,0.0,2025,3,5,1,35.0,35.0,32.142857142857146,34.6
2025-03-09,CLO_007,Clothing,43,319.72,13748.09,0.0,2025,3,6,1,48.0,26.0,34.57142857142857,34.833333333333336
2025-03-10,CLO_007,Clothing,37,255.78,9463.8,0.2,2025,3,0,0,43.0,30.0,35.57142857142857,34.766666666666666
2025-03-11,CLO_007,Clothing,26,319.72,8312.8,0.0,2025,3,1,0,37.0,31.0,34.857142857142854,34.333333333333336
2025-03-12,CLO_007,Clothing,32,319.72,10231.13,0.0,2025,3,2,0,26.0,24.0,36.0,34.46666666666667
2025-03-13,CLO_007,Clothing,38,287.75,10934.52,0.1,2025,3,3,0,32.0,31.0,37.0,34.166666666666664
2025-03-14,CLO_007,Clothing,26,287.75,7481.52,0.1,2025,3,4,0,38.0,35.0,35.714285714285715,33.86666666666667
2025-03-15,CLO_007,Clothing,41,319.72,13108.64,0.0,2025,3,5,1,26.0,48.0,34.714285714285715,33.93333333333333
2025-03-16,CLO_007,Clothing,25,287.75,7193.77,0.1,2025,3,6,1,41.0,43.0,32.142857142857146,34.06666666666667
2025-03-17,CLO_007,Clothing,35,319.72,11190.3,0.0,2025,3,0,0,25.0,37.0,31.857142857142858,33.733333333333334
2025-03-18,CLO_007,Clothing,41,319.72,13108.64,0.0,2025,3,1,0,35.0,26.0,34.0,34.1
2025-03-19,CLO_007,Clothing,28,319.72,8952.24,0.0,2025,3,2,0,41.0,32.0,33.42857142857143,34.0
2025-03-20,CLO_007,Clothing,38,319.72,12149.47,0.0,2025,3,3,0,28.0,38.0,33.42857142857143,34.13333333333333
2025-03-21,CLO_007,Clothing,31,319.72,9911.41,0.0,2025,3,4,0,38.0,26.0,34.142857142857146,34.13333333333333
2025-03-22,CLO_007,Clothing,44,319.72,14067.81,0.0,2025,3,5,1,31.0,41.0,34.57142857142857,34.266666666666666
2025-03-23,CLO_007,Clothing,43,255.78,10998.47,0.2,2025,3,6,1,44.0,25.0,37.142857142857146,34.56666666666667
2025-03-24,CLO_007,Clothing,33,287.75,9495.77,0.1,2025,3,0,0,43.0,35.0,36.857142857142854,34.833333333333336
