Date,Product_ID,Category,Units_Sold,Unit_Price,Total_Revenue,Discount_Applied
2024-05-11,FUR_006,Furniture,12,328.67,3944.05,0.0
2024-05-11,FUR_007,Furniture,48,234.14,11238.79,0.0
2024-05-11,FUR_008,Furniture,51,304.79,15544.35,0.0
2024-05-11,FUR_009,Furniture,35,17.14,600.05,0.0
2024-05-11,FUR_010,Furniture,21,477.31,10023.49,0.0
2024-05-11,TOY_001,Toys,60,75.67,4540.49,0.0
2024-05-11,TOY_002,Toys,13,57.48,747.3,0.1
2024-05-11,TOY_003,Toys,33,347.39,11463.93,0.2
2024-05-11,TOY_004,Toys,7,142.17,995.18,0.1
2024-05-11,TOY_005,Toys,11,61.78,679.53,0.0
2024-05-11,TOY_006,Toys,5,411.11,2055.53,0.0
2024-05-11,TOY_007,Toys,82,204.72,16786.72,0.1
2024-05-11,TOY_008,Toys,27,214.56,5793.04,0.1
2024-05-11,TOY_009,Toys,80,127.56,10205.07,0.0
2024-05-11,TOY_010,Toys,37,8.27,306.08,0.2
2024-05-12,ELE_001,Electronics,22,332.69,7319.24,0.2
2024-05-12,ELE_002,Electronics,62,59.39,3682.3,0.2
2024-05-12,ELE_003,Electronics,38,95.43,3626.53,0.1
2024-05-12,ELE_004,Electronics,51,344.68,17578.66,0.0
2024-05-12,ELE_005,Electronics,20,11.11,222.19,0.0
2024-05-12,ELE_006,Electronics,26,328.31,8536.03,0.0
2024-05-12,ELE_007,Electronics,27,404.63,10925.14,0.0
2024-05-12,ELE_008,Electronics,8,204.05,1632.41,0.1
2024-05-12,ELE_009,Electronics,22,316.87,6971.17,0.0
2024-05-12,ELE_010,Electronics,0,331.0,0.0,0.0
2024-05-12,CLO_001,Clothing,21,229.92,4828.27,0.0
2024-05-12,CLO_002,Clothing,21,390.33,8196.84,0.0
2024-05-12,CLO_003,Clothing,0,23.8,0.0,0.0
2024-05-12,CLO_004,Clothing,53,252.8,13398.37,0.2
2024-05-12,CLO_005,Clothing,29,29.94,868.2,0.2
2024-05-12,CLO_006,Clothing,50,329.24,16462.02,0.0
2024-05-12,CLO_007,Clothing,35,319.72,11190.3,0.0
2024-05-12,CLO_008,Clothing,26,148.33,3856.56,0.0
2024-05-12,CLO_009,Clothing,52,147.64,7677.46,0.0
2024-05-12,CLO_010,Clothing,64,314.06,20099.84,0.2
2024-05-12,GRO_001,Groceries,46,37.88,1742.65,0.1
2024-05-12,GRO_002,Groceries,76,73.92,5617.85,0.0
2024-05-12,GRO_003,Groceries,43,464.56,19976.12,0.0
2024-05-12,GRO_004,Groceries,24,273.75,6569.97,0.0
2024-05-12,GRO_005,Groceries,59,302.18,17828.68,0.0
2024-05-12,GRO_006,Groceries,21,267.2,5611.13,0.2
2024-05-12,GRO_007,Groceries,6,385.09,2310.54,0.0
2024-05-12,GRO_008,Groceries,53,301.69,15989.56,0.2
2024-05-12,GRO_009,Groceries,67,76.52,5126.66,0.1
2024-05-12,GRO_010,Groceries,13,50.09,651.11,0.0
2024-05-12,FUR_001,Furniture,22,310.65,6834.3,0.0
2024-05-12,FUR_002,Furniture,45,317.14,14271.11,0.0
2024-05-12,FUR_003,Furniture,6,108.65,651.89,0.0
2024-05-12,FUR_004,Furniture,12,107.08,1284.97,0.0
2024-05-12,FUR_005,Furniture,33,472.64,15596.97,0.0
2024-05-12,FUR_006,Furniture,11,328.67,3615.38,0.0
2024-05-12,FUR_007,Furniture,58,234.14,13580.21,0.0
2024-05-12,FUR_008,Furniture,50,274.31,13715.61,0.1
2024-05-12,FUR_009,Furniture,43,17.14,737.2,0.0
2024-05-12,FUR_010,Furniture,20,429.58,8591.56,0.1
2024-05-12,TOY_001,Toys,54,68.11,3677.79,0.1
2024-05-12,TOY_002,Toys,16,63.87,1021.95,0.0
2024-05-12,TOY_003,Toys,31,347.39,10769.14,0.2
2024-05-12,TOY_004,Toys,8,157.96,1263.72,0.0
2024-05-12,TOY_005,Toys,9,49.42,444.78,0.2
2024-05-12,TOY_006,Toys,6,328.89,1973.31,0.2
2024-05-12,TOY_007,Toys,57,227.46,12965.35,0.0
2024-05-12,TOY_008,Toys,23,238.4,5483.12,0.0
2024-05-12,TOY_009,Toys,46,127.56,5867.92,0.0
2024-05-12,TOY_010,Toys,32,10.34,330.9,0.0
2024-05-13,ELE_001,Electronics,12,415.87,4990.39,0.0
2024-05-13,ELE_002,Electronics,48,74.24,3563.51,0.0
2024-05-13,ELE_003,Electronics,31,106.04,3287.2,0.0
2024-05-13,ELE_004,Electronics,32,310.21,9926.77,0.1
2024-05-13,ELE_005,Electronics,12,10.0,119.98,0.1
2024-05-13,ELE_006,Electronics,26,328.31,8536.03,0.0
2024-05-13,ELE_007,Electronics,19,404.63,7688.06,0.0
2024-05-13,ELE_008,Electronics,9,226.72,2040.51,0.0
2024-05-13,ELE_009,Electronics,29,253.5,7351.42,0.2
2024-05-13,ELE_010,Electronics,42,331.0,13901.82,0.0
2024-05-13,CLO_001,Clothing,14,229.92,3218.85,0.0
2024-05-13,CLO_002,Clothing,17,312.26,5308.43,0.2
2024-05-13,CLO_003,Clothing,33,23.8,785.53,0.0
2024-05-13,CLO_004,Clothing,36,316.0,11375.97,0.0
2024-05-13,CLO_005,Clothing,14,37.42,523.91,0.0
2024-05-13,CLO_006,Clothing,43,329.24,14157.34,0.0
2024-05-13,CLO_007,Clothing,39,255.78,9975.36,0.2
2024-05-13,CLO_008,Clothing,18,148.33,2669.93,0.0
2024-05-13,CLO_009,Clothing,39,147.64,5758.1,0.0
2024-05-13,CLO_010,Clothing,44,353.32,15545.97,0.1
2024-05-13,GRO_001,Groceries,35,42.09,1473.26,0.0
2024-05-13,GRO_002,Groceries,34,73.92,2513.25,0.0
2024-05-13,GRO_003,Groceries,31,464.56,14401.39,0.0
2024-05-13,GRO_004,Groceries,44,219.0,9635.96,0.2
2024-05-13,GRO_005,Groceries,36,302.18,10878.52,0.0
2024-05-13,GRO_006,Groceries,16,267.2,4275.15,0.2
2024-05-13,GRO_007,Groceries,0,385.09,0.0,0.0
2024-05-13,GRO_008,Groceries,44,377.11,16592.94,0.0
2024-05-13,GRO_009,Groceries,32,76.52,2448.55,0.1
2024-05-13,GRO_010,Groceries,13,45.08,585.99,0.1
2024-05-13,FUR_001,Furniture,15,310.65,4659.75,0.0
2024-05-13,FUR_002,Furniture,23,317.14,7294.12,0.0
2024-05-13,FUR_003,Furniture,0,108.65,0.0,0.0
2024-05-13,FUR_004,Furniture,13,85.66,1113.64,0.2
2024-05-13,FUR_005,Furniture,22,425.37,9358.18,0.1
2024-05-13,FUR_006,Furniture,6,295.8,1774.82,0.1
2024-05-13,FUR_007,Furniture,47,234.14,11004.65,0.0
2024-05-13,FUR_008,Furniture,26,274.31,7132.12,0.1
2024-05-13,FUR_009,Furniture,27,17.14,462.9,0.0
2024-05-13,FUR_010,Furniture,15,429.58,6443.67,0.1
2024-05-13,TOY_001,Toys,49,75.67,3708.06,0.0
2024-05-13,TOY_002,Toys,7,63.87,447.1,0.0
2024-05-13,TOY_003,Toys,0,434.24,0.0,0.0
2024-05-13,TOY_004,Toys,5,142.17,710.84,0.1
2024-05-13,TOY_005,Toys,10,61.78,617.75,0.0
2024-05-13,TOY_006,Toys,5,411.11,2055.53,0.0
2024-05-13,TOY_007,Toys,55,227.46,12510.43,0.0
2024-05-13,TOY_008,Toys,26,214.56,5578.48,0.1
2024-05-13,TOY_009,Toys,51,114.81,5855.16,0.1
2024-05-13,TOY_010,Toys,22,10.34,227.49,0.0
2024-05-14,ELE_001,Electronics,14,332.69,4657.7,0.2
2024-05-14,ELE_002,Electronics,26,74.24,1930.24,0.0
2024-05-14,ELE_003,Electronics,26,106.04,2757.01,0.0
2024-05-14,ELE_004,Electronics,29,344.68,9995.71,0.0
2024-05-14,ELE_005,Electronics,12,10.0,119.98,0.1
2024-05-14,ELE_006,Electronics,24,328.31,7879.41,0.0
2024-05-14,ELE_007,Electronics,21,404.63,8497.33,0.0
2024-05-14,ELE_008,Electronics,7,226.72,1587.06,0.0
2024-05-14,ELE_009,Electronics,21,316.87,6654.3,0.0
2024-05-14,ELE_010,Electronics,28,331.0,9267.88,0.0
2024-05-14,CLO_001,Clothing,10,206.93,2069.26,0.1
2024-05-14,CLO_002,Clothing,24,351.29,8431.04,0.1
2024-05-14,CLO_003,Clothing,42,23.8,999.76,0.0
2024-05-14,CLO_004,Clothing,57,316.0,18011.95,0.0
2024-05-14,CLO_005,Clothing,22,33.68,740.96,0.1
2024-05-14,CLO_006,Clothing,33,296.32,9778.44,0.1
2024-05-14,CLO_007,Clothing,41,319.72,13108.64,0.0
2024-05-14,CLO_008,Clothing,16,148.33,2373.27,0.0
2024-05-14,CLO_009,Clothing,36,132.88,4783.65,0.1
2024-05-14,CLO_010,Clothing,47,392.58,18451.03,0.0
2024-05-14,GRO_001,Groceries,0,37.88,0.0,0.1
2024-05-14,GRO_002,Groceries,20,73.92,1478.38,0.0
2024-05-14,GRO_003,Groceries,29,464.56,13472.27,0.0
2024-05-14,GRO_004,Groceries,39,273.75,10676.2,0.0
2024-05-14,GRO_005,Groceries,39,271.96,10606.55,0.1
2024-05-14,GRO_006,Groceries,22,334.0,7347.91,0.0
2024-05-14,GRO_007,Groceries,7,346.58,2426.06,0.1
2024-05-14,GRO_008,Groceries,36,339.4,12218.44,0.1
2024-05-14,GRO_009,Groceries,33,85.02,2805.63,0.0
2024-05-14,GRO_010,Groceries,11,50.09,550.94,0.0
2024-05-14,FUR_001,Furniture,11,248.52,2733.72,0.2
2024-05-14,FUR_002,Furniture,23,317.14,7294.12,0.0
2024-05-14,FUR_003,Furniture,6,97.78,586.7,0.1
2024-05-14,FUR_004,Furniture,11,107.08,1177.89,0.0
2024-05-14,FUR_005,Furniture,28,472.64,13233.79,0.0
2024-05-14,FUR_006,Furniture,7,328.67,2300.69,0.0
2024-05-14,FUR_007,Furniture,47,234.14,11004.65,0.0
2024-05-14,FUR_008,Furniture,23,274.31,6309.18,0.1
2024-05-14,FUR_009,Furniture,28,15.43,432.04,0.1
2024-05-14,FUR_010,Furniture,17,381.85,6491.4,0.2
2024-05-14,TOY_001,Toys,35,75.67,2648.62,0.0
2024-05-14,TOY_002,Toys,7,63.87,447.1,0.0
2024-05-14,TOY_003,Toys,32,347.39,11116.54,0.2
2024-05-14,TOY_004,Toys,4,157.96,631.86,0.0
2024-05-14,TOY_005,Toys,8,61.78,494.2,0.0
2024-05-14,TOY_006,Toys,3,411.11,1233.32,0.0
2024-05-14,TOY_007,Toys,54,227.46,12282.97,0.0
2024-05-14,TOY_008,Toys,30,238.4,7151.9,0.0
2024-05-14,TOY_009,Toys,38,127.56,4847.41,0.0
2024-05-14,TOY_010,Toys,27,9.31,251.28,0.1
2024-05-15,ELE_001,Electronics,16,415.87,6653.85,0.0
2024-05-15,ELE_002,Electronics,24,74.24,1781.76,0.0
2024-05-15,ELE_003,Electronics,26,106.04,2757.01,0.0
2024-05-15,ELE_004,Electronics,33,344.68,11374.43,0.0
2024-05-15,ELE_005,Electronics,12,11.11,133.31,0.0
2024-05-15,ELE_006,Electronics,23,295.48,6795.99,0.1
2024-05-15,ELE_007,Electronics,25,404.63,10115.87,0.0
2024-05-15,ELE_008,Electronics,6,226.72,1360.34,0.0
2024-05-15,ELE_009,Electronics,15,253.5,3802.46,0.2
2024-05-15,ELE_010,Electronics,30,331.0,9929.87,0.0
2024-05-15,CLO_001,Clothing,14,229.92,3218.85,0.0
2024-05-15,CLO_002,Clothing,22,390.33,8587.17,0.0
2024-05-15,CLO_003,Clothing,38,23.8,904.55,0.0
2024-05-15,CLO_004,Clothing,33,316.0,10427.97,0.0
2024-05-15,CLO_005,Clothing,17,37.42,636.18,0.0
2024-05-15,CLO_006,Clothing,38,329.24,12511.13,0.0
2024-05-15,CLO_007,Clothing,32,319.72,10231.13,0.0
2024-05-15,CLO_008,Clothing,27,148.33,4004.89,0.0
2024-05-15,CLO_009,Clothing,43,132.88,5713.81,0.1
2024-05-15,CLO_010,Clothing,45,392.58,17665.88,0.0
2024-05-15,GRO_001,Groceries,44,37.88,1666.88,0.1
2024-05-15,GRO_002,Groceries,52,73.92,3843.79,0.0
2024-05-15,GRO_003,Groceries,35,464.56,16259.63,0.0
2024-05-15,GRO_004,Groceries,50,273.75,13687.44,0.0
2024-05-15,GRO_005,Groceries,0,271.96,0.0,0.1
2024-05-15,GRO_006,Groceries,20,334.0,6679.92,0.0
2024-05-15,GRO_007,Groceries,5,385.09,1925.45,0.0
2024-05-15,GRO_008,Groceries,41,377.11,15461.6,0.0
2024-05-15,GRO_009,Groceries,43,85.02,3655.83,0.0
2024-05-15,GRO_010,Groceries,11,50.09,550.94,0.0
2024-05-15,FUR_001,Furniture,9,310.65,2795.85,0.0
2024-05-15,FUR_002,Furniture,33,285.42,9418.93,0.1
2024-05-15,FUR_003,Furniture,6,86.92,521.51,0.2
2024-05-15,FUR_004,Furniture,9,107.08,963.73,0.0
2024-05-15,FUR_005,Furniture,25,472.64,11815.88,0.0
2024-05-15,FUR_006,Furniture,5,328.67,1643.35,0.0
2024-05-15,FUR_007,Furniture,33,234.14,7726.67,0.0
2024-05-15,FUR_008,Furniture,31,304.79,9448.53,0.0
2024-05-15,FUR_009,Furniture,30,17.14,514.33,0.0
2024-05-15,FUR_010,Furniture,9,477.31,4295.78,0.0
2024-05-15,TOY_001,Toys,29,68.11,1975.11,0.1
2024-05-15,TOY_002,Toys,10,63.87,638.72,0.0
2024-05-15,TOY_003,Toys,29,434.24,12592.95,0.0
2024-05-15,TOY_004,Toys,5,157.96,789.82,0.0
2024-05-15,TOY_005,Toys,8,55.6,444.78,0.1
2024-05-15,TOY_006,Toys,3,411.11,1233.32,0.0
2024-05-15,TOY_007,Toys,34,227.46,7733.72,0.0
2024-05-15,TOY_008,Toys,29,238.4,6913.5,0.0
2024-05-15,TOY_009,Toys,62,114.81,7118.04,0.1
2024-05-15,TOY_010,Toys,23,9.31,214.05,0.1
2024-05-16,ELE_001,Electronics,13,332.69,4325.0,0.2
2024-05-16,ELE_002,Electronics,47,66.82,3140.35,0.1
2024-05-16,ELE_003,Electronics,17,106.04,1802.66,0.0
2024-05-16,ELE_004,Electronics,38,344.68,13097.83,0.0
2024-05-16,ELE_005,Electronics,7,11.11,77.77,0.0
2024-05-16,ELE_006,Electronics,16,295.48,4727.65,0.1
2024-05-16,ELE_007,Electronics,13,404.63,5260.25,0.0
2024-05-16,ELE_008,Electronics,6,226.72,1360.34,0.0
2024-05-16,ELE_009,Electronics,21,285.18,5988.87,0.1
2024-05-16,ELE_010,Electronics,25,331.0,8274.89,0.0
2024-05-16,CLO_001,Clothing,19,229.92,4368.44,0.0
2024-05-16,CLO_002,Clothing,18,390.33,7025.86,0.0
2024-05-16,CLO_003,Clothing,41,23.8,975.96,0.0
2024-05-16,CLO_004,Clothing,40,316.0,12639.97,0.0
2024-05-16,CLO_005,Clothing,10,37.42,374.22,0.0
2024-05-16,CLO_006,Clothing,36,296.32,10667.39,0.1
2024-05-16,CLO_007,Clothing,39,287.75,11222.28,0.1
2024-05-16,CLO_008,Clothing,25,133.5,3337.41,0.1
2024-05-16,CLO_009,Clothing,48,147.64,7086.89,0.0
2024-05-16,CLO_010,Clothing,44,392.58,17273.3,0.0
2024-05-16,GRO_001,Groceries,30,42.09,1262.79,0.0
2024-05-16,GRO_002,Groceries,40,73.92,2956.77,0.0
2024-05-16,GRO_003,Groceries,47,464.56,21834.37,0.0
2024-05-16,GRO_004,Groceries,41,273.75,11223.7,0.0
2024-05-16,GRO_005,Groceries,33,302.18,9971.97,0.0
2024-05-16,GRO_006,Groceries,17,267.2,4542.34,0.2
2024-05-16,GRO_007,Groceries,7,385.09,2695.63,0.0
2024-05-16,GRO_008,Groceries,49,377.11,18478.5,0.0
2024-05-16,GRO_009,Groceries,34,68.02,2312.52,0.2
2024-05-16,GRO_010,Groceries,8,50.09,400.68,0.0
2024-05-16,FUR_001,Furniture,16,310.65,4970.4,0.0
2024-05-16,FUR_002,Furniture,22,317.14,6976.98,0.0
2024-05-16,FUR_003,Furniture,5,86.92,434.59,0.2
2024-05-16,FUR_004,Furniture,10,107.08,1070.81,0.0
2024-05-16,FUR_005,Furniture,27,378.11,10208.92,0.2
2024-05-16,FUR_006,Furniture,9,328.67,2958.03,0.0
2024-05-16,FUR_007,Furniture,47,234.14,11004.65,0.0
2024-05-16,FUR_008,Furniture,34,304.79,10362.9,0.0
2024-05-16,FUR_009,Furniture,25,17.14,428.61,0.0
2024-05-16,FUR_010,Furniture,12,477.31,5727.71,0.0
2024-05-16,TOY_001,Toys,46,75.67,3481.04,0.0
2024-05-16,TOY_002,Toys,8,63.87,510.98,0.0
2024-05-16,TOY_003,Toys,28,434.24,12158.71,0.0
2024-05-16,TOY_004,Toys,5,157.96,789.82,0.0
2024-05-16,TOY_005,Toys,0,55.6,0.0,0.1
2024-05-16,TOY_006,Toys,5,411.11,2055.53,0.0
2024-05-16,TOY_007,Toys,61,204.72,12487.68,0.1
2024-05-16,TOY_008,Toys,28,238.4,6675.11,0.0
2024-05-16,TOY_009,Toys,41,102.05,4184.08,0.2
2024-05-16,TOY_010,Toys,25,10.34,258.51,0.0
2024-05-17,ELE_001,Electronics,15,415.87,6237.99,0.0
2024-05-17,ELE_002,Electronics,40,74.24,2969.59,0.0
2024-05-17,ELE_003,Electronics,26,106.04,2757.01,0.0
2024-05-17,ELE_004,Electronics,24,344.68,8272.31,0.0
2024-05-17,ELE_005,Electronics,11,10.0,109.98,0.1
2024-05-17,ELE_006,Electronics,14,328.31,4596.32,0.0
2024-05-17,ELE_007,Electronics,17,404.63,6878.79,0.0
2024-05-17,ELE_008,Electronics,5,226.72,1133.62,0.0
2024-05-17,ELE_009,Electronics,24,316.87,7604.91,0.0
2024-05-17,ELE_010,Electronics,25,264.8,6619.91,0.2
2024-05-17,CLO_001,Clothing,15,229.92,3448.77,0.0
2024-05-17,CLO_002,Clothing,22,312.26,6869.73,0.2
2024-05-17,CLO_003,Clothing,38,21.42,814.09,0.1
2024-05-17,CLO_004,Clothing,36,316.0,11375.97,0.0
2024-05-17,CLO_005,Clothing,12,29.94,359.26,0.2
2024-05-17,CLO_006,Clothing,22,329.24,7243.29,0.0
2024-05-17,CLO_007,Clothing,31,287.75,8920.27,0.1
2024-05-17,CLO_008,Clothing,17,133.5,2269.44,0.1
2024-05-17,CLO_009,Clothing,31,132.88,4119.25,0.1
2024-05-17,CLO_010,Clothing,54,392.58,21199.05,0.0
2024-05-17,GRO_001,Groceries,36,42.09,1515.35,0.0
2024-05-17,GRO_002,Groceries,60,73.92,4435.15,0.0
2024-05-17,GRO_003,Groceries,43,464.56,19976.12,0.0
2024-05-17,GRO_004,Groceries,33,219.0,7226.97,0.2
2024-05-17,GRO_005,Groceries,41,271.96,11150.48,0.1
2024-05-17,GRO_006,Groceries,22,334.0,7347.91,0.0
2024-05-17,GRO_007,Groceries,6,308.07,1848.43,0.2
2024-05-17,GRO_008,Groceries,43,339.4,14594.24,0.1
2024-05-17,GRO_009,Groceries,46,85.02,3910.88,0.0
2024-05-17,GRO_010,Groceries,8,50.09,400.68,0.0
2024-05-17,FUR_001,Furniture,12,248.52,2982.24,0.2
2024-05-17,FUR_002,Furniture,37,317.14,11734.02,0.0
2024-05-17,FUR_003,Furniture,5,108.65,543.24,0.0
2024-05-17,FUR_004,Furniture,8,107.08,856.65,0.0
2024-05-17,FUR_005,Furniture,14,472.64,6616.89,0.0
2024-05-17,FUR_006,Furniture,8,328.67,2629.36,0.0
2024-05-17,FUR_007,Furniture,43,234.14,10068.08,0.0
2024-05-17,FUR_008,Furniture,26,304.79,7924.57,0.0
2024-05-17,FUR_009,Furniture,36,17.14,617.19,0.0
2024-05-17,FUR_010,Furniture,17,381.85,6491.4,0.2
2024-05-17,TOY_001,Toys,60,68.11,4086.44,0.1
2024-05-17,TOY_002,Toys,11,63.87,702.59,0.0
2024-05-17,TOY_003,Toys,19,434.24,8250.55,0.0
2024-05-17,TOY_004,Toys,4,157.96,631.86,0.0
2024-05-17,TOY_005,Toys,8,61.78,494.2,0.0
2024-05-17,TOY_006,Toys,5,411.11,2055.53,0.0
2024-05-17,TOY_007,Toys,53,227.46,12055.5,0.0
2024-05-17,TOY_008,Toys,22,238.4,5244.73,0.0
2024-05-17,TOY_009,Toys,52,127.56,6633.3,0.0
2024-05-17,TOY_010,Toys,35,10.34,361.92,0.0
2024-05-18,ELE_001,Electronics,26,415.87,10812.51,0.0
2024-05-18,ELE_002,Electronics,63,74.24,4677.11,0.0
2024-05-18,ELE_003,Electronics,38,106.04,4029.47,0.0
2024-05-18,ELE_004,Electronics,37,344.68,12753.15,0.0
2024-05-18,ELE_005,Electronics,18,11.11,199.97,0.0
2024-05-18,ELE_006,Electronics,31,295.48,9159.81,0.1
2024-05-18,ELE_007,Electronics,20,404.63,8092.7,0.0
2024-05-18,ELE_008,Electronics,6,226.72,1360.34,0.0
2024-05-18,ELE_009,Electronics,33,316.87,10456.76,0.0
2024-05-18,ELE_010,Electronics,40,331.0,13239.82,0.0
2024-05-18,CLO_001,Clothing,19,206.93,3931.59,0.1
2024-05-18,CLO_002,Clothing,25,390.33,9758.14,0.0
2024-05-18,CLO_003,Clothing,54,23.8,1285.41,0.0
2024-05-18,CLO_004,Clothing,36,284.4,10238.37,0.1
2024-05-18,CLO_005,Clothing,17,37.42,636.18,0.0
2024-05-18,CLO_006,Clothing,49,329.24,16132.78,0.0
2024-05-18,CLO_007,Clothing,44,287.75,12661.03,0.1
2024-05-18,CLO_008,Clothing,26,148.33,3856.56,0.0
2024-05-18,CLO_009,Clothing,32,147.64,4724.59,0.0
2024-05-18,CLO_010,Clothing,46,392.58,18058.45,0.0
2024-05-18,GRO_001,Groceries,59,42.09,2483.49,0.0
2024-05-18,GRO_002,Groceries,51,73.92,3769.88,0.0
2024-05-18,GRO_003,Groceries,48,371.65,17839.14,0.2
2024-05-18,GRO_004,Groceries,49,246.37,12072.32,0.1
2024-05-18,GRO_005,Groceries,41,302.18,12389.42,0.0
2024-05-18,GRO_006,Groceries,31,334.0,10353.87,0.0
2024-05-18,GRO_007,Groceries,5,385.09,1925.45,0.0
2024-05-18,GRO_008,Groceries,57,377.11,21495.4,0.0
2024-05-18,GRO_009,Groceries,49,85.02,4165.94,0.0
2024-05-18,GRO_010,Groceries,11,50.09,550.94,0.0
2024-05-18,FUR_001,Furniture,19,279.58,5312.11,0.1
2024-05-18,FUR_002,Furniture,48,253.71,12178.01,0.2
2024-05-18,FUR_003,Furniture,8,108.65,869.18,0.0
2024-05-18,FUR_004,Furniture,17,107.08,1820.37,0.0
2024-05-18,FUR_005,Furniture,24,472.64,11343.25,0.0
2024-05-18,FUR_006,Furniture,9,328.67,2958.03,0.0
2024-05-18,FUR_007,Furniture,65,234.14,15219.2,0.0
2024-05-18,FUR_008,Furniture,30,304.79,9143.74,0.0
2024-05-18,FUR_009,Furniture,37,13.72,507.47,0.2
2024-05-18,FUR_010,Furniture,20,477.31,9546.18,0.0
2024-05-18,TOY_001,Toys,79,68.11,5380.48,0.1
2024-05-18,TOY_002,Toys,15,63.87,958.08,0.0
2024-05-18,TOY_003,Toys,55,434.24,23883.18,0.0
2024-05-18,TOY_004,Toys,7,157.96,1105.75,0.0
2024-05-18,TOY_005,Toys,11,55.6,611.58,0.1
2024-05-18,TOY_006,Toys,7,411.11,2877.74,0.0
2024-05-18,TOY_007,Toys,50,227.46,11373.12,0.0
2024-05-18,TOY_008,Toys,31,238.4,7390.3,0.0
2024-05-18,TOY_009,Toys,72,114.81,8266.11,0.1
2024-05-18,TOY_010,Toys,25,10.34,258.51,0.0
2024-05-19,ELE_001,Electronics,21,415.87,8733.18,0.0
2024-05-19,ELE_002,Electronics,57,74.24,4231.67,0.0
2024-05-19,ELE_003,Electronics,37,106.04,3923.43,0.0
2024-05-19,ELE_004,Electronics,40,344.68,13787.18,0.0
2024-05-19,ELE_005,Electronics,15,11.11,166.64,0.0
2024-05-19,ELE_006,Electronics,30,328.31,9849.26,0.0
2024-05-19,ELE_007,Electronics,26,404.63,10520.51,0.0
2024-05-19,ELE_008,Electronics,6,226.72,1360.34,0.0
2024-05-19,ELE_009,Electronics,23,316.87,7288.04,0.0
2024-05-19,ELE_010,Electronics,39,331.0,12908.83,0.0
2024-05-19,CLO_001,Clothing,24,206.93,4966.22,0.1
2024-05-19,CLO_002,Clothing,21,390.33,8196.84,0.0
2024-05-19,CLO_003,Clothing,57,23.8,1356.82,0.0
2024-05-19,CLO_004,Clothing,51,316.0,16115.96,0.0
2024-05-19,CLO_005,Clothing,20,33.68,673.6,0.1
2024-05-19,CLO_006,Clothing,49,296.32,14519.5,0.1
2024-05-19,CLO_007,Clothing,56,255.78,14323.59,0.2
2024-05-19,CLO_008,Clothing,22,148.33,3263.24,0.0
2024-05-19,CLO_009,Clothing,55,132.88,7308.36,0.1
2024-05-19,CLO_010,Clothing,62,392.58,24339.65,0.0
2024-05-19,GRO_001,Groceries,64,42.09,2693.96,0.0
2024-05-19,GRO_002,Groceries,54,66.53,3592.47,0.1
2024-05-19,GRO_003,Groceries,38,464.56,17653.32,0.0
2024-05-19,GRO_004,Groceries,54,219.0,11825.95,0.2
2024-05-19,GRO_005,Groceries,53,302.18,16015.59,0.0
2024-05-19,GRO_006,Groceries,27,300.6,8116.1,0.1
2024-05-19,GRO_007,Groceries,7,385.09,2695.63,0.0
2024-05-19,GRO_008,Groceries,74,339.4,25115.68,0.1
2024-05-19,GRO_009,Groceries,47,76.52,3596.31,0.1
2024-05-19,GRO_010,Groceries,11,50.09,550.94,0.0
2024-05-19,FUR_001,Furniture,18,279.58,5032.53,0.1
2024-05-19,FUR_002,Furniture,28,317.14,8879.8,0.0
2024-05-19,FUR_003,Furniture,9,86.92,782.26,0.2
2024-05-19,FUR_004,Furniture,16,96.37,1541.96,0.1
2024-05-19,FUR_005,Furniture,26,472.64,12288.52,0.0
2024-05-19,FUR_006,Furniture,9,328.67,2958.03,0.0
2024-05-19,FUR_007,Furniture,60,234.14,14048.49,0.0
2024-05-19,FUR_008,Furniture,54,304.79,16458.73,0.0
2024-05-19,FUR_009,Furniture,26,17.14,445.75,0.0
2024-05-19,FUR_010,Furniture,18,477.31,8591.56,0.0
2024-05-19,TOY_001,Toys,56,75.67,4237.79,0.0
2024-05-19,TOY_002,Toys,11,63.87,702.59,0.0
2024-05-19,TOY_003,Toys,39,434.24,16935.35,0.0
2024-05-19,TOY_004,Toys,5,157.96,789.82,0.0
2024-05-19,TOY_005,Toys,9,61.78,555.98,0.0
2024-05-19,TOY_006,Toys,5,411.11,2055.53,0.0
2024-05-19,TOY_007,Toys,67,227.46,15239.98,0.0
2024-05-19,TOY_008,Toys,26,238.4,6198.31,0.0
2024-05-19,TOY_009,Toys,41,127.56,5230.1,0.0
2024-05-19,TOY_010,Toys,32,10.34,330.9,0.0
2024-05-20,ELE_001,Electronics,16,415.87,6653.85,0.0
2024-05-20,ELE_002,Electronics,35,74.24,2598.4,0.0
2024-05-20,ELE_003,Electronics,29,106.04,3075.12,0.0
2024-05-20,ELE_004,Electronics,29,344.68,9995.71,0.0
2024-05-20,ELE_005,Electronics,11,8.89,97.76,0.2
2024-05-20,ELE_006,Electronics,22,328.31,7222.79,0.0
2024-05-20,ELE_007,Electronics,25,404.63,10115.87,0.0
2024-05-20,ELE_008,Electronics,7,226.72,1587.06,0.0
2024-05-20,ELE_009,Electronics,20,316.87,6337.43,0.0
2024-05-20,ELE_010,Electronics,0,331.0,0.0,0.0
2024-05-20,CLO_001,Clothing,13,229.92,2988.93,0.0
2024-05-20,CLO_002,Clothing,14,390.33,5464.56,0.0
2024-05-20,CLO_003,Clothing,44,23.8,1047.37,0.0
